model,K,trial_id,condition,identity,nbits,min_bit_confidence,weakest_bit,source_path,target_rank,confidence_kind
voicemark,8,174,uniform_collusion,55552,16,0.7750914544,5,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/english/118/english_118_01.wav,,native decoder bit marginal
voicemark,8,175,benign_copy,21746,16,0.9992067862,11,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/english/118/english_118_02.wav,,native decoder bit marginal
voicemark,8,175,uniform_collusion,21488,16,0.8085736930,11,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/english/118/english_118_02.wav,,native decoder bit marginal
voicemark,8,176,benign_copy,34769,16,0.9999480844,6,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/english/118/english_118_03.wav,,native decoder bit marginal
voicemark,8,176,uniform_collusion,40151,16,0.6621314585,8,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/english/118/english_118_03.wav,,native decoder bit marginal
voicemark,8,177,benign_copy,11233,16,0.9999482036,5,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/english/1183/english_1183_01.wav,,native decoder bit marginal
voicemark,8,177,uniform_collusion,31696,16,0.8765959442,0,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/english/1183/english_1183_01.wav,,native decoder bit marginal
voicemark,8,178,benign_copy,6916,16,0.9999789990,15,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/english/1183/english_1183_02.wav,,native decoder bit marginal
voicemark,8,178,uniform_collusion,38728,16,0.7141967118,2,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/english/1183/english_1183_02.wav,,native decoder bit marginal
voicemark,8,179,benign_copy,33082,16,0.9994239211,4,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/english/1183/english_1183_03.wav,,native decoder bit marginal
voicemark,8,179,uniform_collusion,15139,16,0.8015322387,7,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/english/1183/english_1183_03.wav,,native decoder bit marginal
voicemark,8,180,benign_copy,26458,16,0.9993049502,14,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/english/1235/english_1235_01.wav,,native decoder bit marginal
